Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Температура подачи,Friendly,BiO,Винтаж,Подарочная упаковка
0.75,Bellene,14283.0,14283.0,Тихое,Белое,Сухое,Франция,Бургундия,Saint-Aubin 1er Cru AOC,Bellene,AOC/AOP,Шардоне,Бочка,14.0,11.0,1,1,2019,0
0.75,Overhex Wines International,1890.0,2363.0,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Overhex Wines International,WO,ШиразКаберне совиньонМерлоПти вердо,Бочка,14.5,17.0,0,0,unknown,0
0.75,Тифлисский Винный Погребъ,777.0,972.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Тифлисский Винный Погребъ,unknown,Саперави,Стальной чан,11.0,11.0,0,0,unknown,0
0.75,Chateau Dereszla,1714.0,2142.0,Тихое,Белое,Полусладкое,Венгрия,Токай,unknown,Chateau Dereszla,unknown,Фурминт,unknown,12.5,9.0,0,0,unknown,0
0.75,Le Cret de Bine,4208.0,4208.0,Тихое,Красное,Сухое,Франция,Бургундия,Beaujolais АОС,Le Cret de Bine,AOC/AOP,Гаме,Стальной чан,12.0,15.0,1,1,2021,0
0.75,Olymp Winery,482.0,482.0,Тихое,Красное,Полусладкое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,Красные сорта винограда,unknown,11.0,17.0,0,0,unknown,0
0.75,Poliziano,3210.0,3210.0,Тихое,Красное,Сухое,Италия,Тоскана,Rosso di Montepulciano DOC,Poliziano,DOC/DOP,СанджовезеМерло,Бочка,13.5,17.0,0,1,unknown,0
0.75,GWS,1254.0,1568.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,GWS,ЗГУ,Саперави,Бочка,11.0,15.0,0,0,unknown,0
0.75,Colle Belvedere,3162.0,3953.0,Тихое,Красное,Сухое,Италия,Пьемонт,Barbaresco DOCG,Colle Belvedere,DOCG,Неббиоло,Бочка,14.0,17.0,0,0,unknown,0
0.75,Gaja,14279.0,14279.0,Тихое,Белое,Сухое,Италия,Сицилия,Sicilia DOC,Gaja,DOC/DOP,Карриканте,Бочка,12.5,11.0,0,0,2022,0
0.375,Stefan Potzinger,3954.0,3954.0,Тихое,Белое,Сладкое,Австрия,Штирия,Sudsteiermark DAC,Stefan Potzinger,DAC,Пино бланМускатВельшрислинг,Бочка,9.2,9.0,1,0,2017,0
0.75,Alfredo Maestro,2856.0,3570.0,Тихое,Белое,Сухое,Испания,unknown,unknown,Alfredo Maestro,unknown,Альбильо,Стальной чан,14.0,9.0,0,0,unknown,0
0.75,Pascal Prunier-Bonheur,12115.0,12115.0,Тихое,Красное,Сухое,Франция,Бургундия,Auxey-Duresses 1er Cru AOC,Pascal Prunier-Bonheur,AOC/AOP,Пино нуар,Бочка,13.5,15.0,0,0,2020,0
0.75,Golan Heights,3403.0,3403.0,Тихое,Красное,Сухое,Израиль,unknown,unknown,Golan Heights,unknown,Каберне совиньон,Бочка,14.5,17.0,0,0,unknown,0
0.75,Vallone,2135.0,2669.0,Тихое,Красное,Полусухое,Италия,Апулия,Salento IGT,Vallone,IGT/IGP,Негроамаро,Бочка,18.0,17.0,0,0,unknown,0
0.75,Vina Bouchon,847.0,1210.0,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Vina Bouchon,DO,Совиньон блан,unknown,12.5,11.0,1,1,2023,0
0.75,Clos Figueras,3351.0,4189.0,Тихое,Красное,Сухое,Испания,Приорат,Priorat DOQ,Clos Figueras,DOQ,ГренашКариньянСираКаберне совиньон,Бочка,15.0,17.0,0,0,unknown,0
0.75,Natale Verga,780.0,975.0,Тихое,Белое,Сухое,Италия,unknown,unknown,Natale Verga,unknown,Пино бланГарганега,Стальной чан,10.5,9.0,0,0,unknown,0
0.75,Stiegelmar,2116.0,2116.0,Тихое,Красное,Сухое,Австрия,Бургенланд,unknown,Stiegelmar,unknown,Блауфранкиш,Бочка,13.0,17.0,0,0,unknown,0
0.75,Gaja,24026.0,24026.0,Тихое,Красное,Сухое,Италия,Тоскана,Brunello di Montalcino DOCG,Gaja,DOCG,Санджовезе,Бочка,14.5,17.0,0,0,2018,0
0.75,La Scolca,2790.0,2790.0,Тихое,Белое,Сухое,Италия,Пьемонт,Gavi DOCG,La Scolca,DOCG,Кортезе,Стальной чан,12.914653243847875,9.0,0,0,unknown,0
0.75,unknown,1636.0,1636.0,Тихое,Розовое,Сухое,Италия,Венето,Delle Venezie DOC,Villa Degli Olmi,DOC/DOP,Пино гриджо,unknown,11.5,11.0,0,0,2023,0
0.75,unknown,5249.0,5249.0,Тихое,Красное,Сухое,Армения,Араратская долина,unknown,Tierras de Armenia,unknown,Арени,unknown,13.5,17.0,0,0,2021,0
0.75,unknown,1818.0,1818.0,Тихое,Красное,Сухое,Испания,Мурсия,Jumilla DO,Bodegas Alceño,DO,Монастрель,unknown,13.0,15.0,1,0,unknown,0
0.75,Ferraris,2094.0,2618.0,Тихое,Красное,Сухое,Италия,Пьемонт,Ruchè di Castagnole Monferrato DOCG,Ferraris,DOCG,Руке,Стальной чан,14.0,17.0,0,0,unknown,0
0.75,unknown,415.0,415.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Кубань-Вино,ЗГУ,Каберне совиньон,unknown,12.0,15.0,0,0,2021,0
0.75,Bodega San Telmo,1070.0,1528.0,Тихое,Белое,Сухое,Аргентина,Мендоса,unknown,Bodega San Telmo,unknown,Торронтес,unknown,13.0,9.0,0,0,2022,0
0.75,Antinori,2034.0,2542.0,Тихое,Белое,Сухое,Италия,Тоскана,Toscana IGT,Antinori,unknown,Пино бланПино гриджоТреббьяноМальвазияРислинг,Стальной чан,12.0,9.0,0,0,unknown,0
0.5,Ximenez-Spinola,4150.0,5187.0,Тихое,Белое,Сладкое,Испания,Андалусия,Jerez DO,Ximenez-Spinola,DO,Педро хименес,Бочка,13.0,9.0,0,0,unknown,0
0.75,Chateau Clerc Milon,13332.0,13332.0,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Clerc Milon,AOC/AOP,Каберне совиньонМерлоКаберне франПти вердоКарменер,Бочка,13.5,17.0,0,0,2015,0
0.75,GWS,1922.0,2403.0,Тихое,Красное,Сухое,Грузия,Кахетия,unknown,GWS,unknown,Саперави,Бочка,13.5,17.0,0,0,unknown,0
0.75,Bodegas Canopy,1809.0,2261.0,Тихое,Красное,Сухое,Испания,Кастилия-Ла-Манча,Mentrida DO,Bodegas Canopy,DO,Гарнача,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.187,J. P. Chenet,402.0,503.0,Тихое,Красное,Полусухое,Франция,Лангедок-Руссийон,Pays d'Oc IGP,J. P. Chenet,IGT/IGP,Каберне совиньонСира,Стальной чан,13.0,17.0,0,0,unknown,0
0.75,Fanagoria,604.0,1098.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,Пино нуар,unknown,12.914653243847875,15.0,0,0,2022,0
0.75,Kavaklidere,1880.0,2350.0,Тихое,Красное,Сухое,Турция,Эгейское побережье,unknown,Kavaklidere,unknown,Сира,Бочка,14.5,17.0,0,0,2020,0
0.75,SAN.foods,1999.0,2499.0,Тихое,Красное,Сухое,Япония,unknown,unknown,SAN.foods,unknown,Мускат бейли А,Стальной чан,12.0,17.0,0,0,unknown,0
0.75,Pascal Prunier-Bonheur,12115.0,12115.0,Тихое,Красное,Сухое,Франция,Бургундия,Auxey-Duresses 1er Cru AOC,Pascal Prunier-Bonheur,AOC/AOP,Пино нуар,Бочка,13.0,15.0,0,0,2021,0
1.5,Petrolo,62350.0,62350.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Petrolo,IGT/IGP,Мерло,Бочка,12.914653243847875,17.0,0,1,2017,0
0.75,unknown,5632.0,5632.0,Тихое,Красное,Сухое,Италия,Пьемонт,Barbera d'Alba DOC,Marchesi di Barolo,DOC/DOP,БарбераНеббиоло,Бочка,13.5,17.0,0,0,2022,0
0.75,Olymp Winery,433.0,618.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,Саперави,unknown,11.0,17.0,0,0,unknown,0
0.75,unknown,2402.0,2402.0,Тихое,Красное,Полусухое,Италия,Венето,Veneto IGT,Botter,IGT/IGP,МерлоКорвина веронезе,Бочка,14.0,17.0,0,0,2020,0
0.75,Vinos Aurelio Garcia,5017.0,5017.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,unknown,Vinos Aurelio Garcia,unknown,Гарнача,Бочка,14.5,17.0,1,1,2020,0
0.75,unknown,1455.0,1455.0,Тихое,Розовое,Полусухое,Португалия,unknown,unknown,Casa da Fonte Pequena,unknown,ЛоурейруТрежадураАринту,unknown,10.5,9.0,0,0,unknown,0
0.75,Josmeyer,3998.0,4998.0,Тихое,Белое,Полусухое,Франция,Эльзас,Alsace AOC,Josmeyer,AOC/AOP,Гевюрцтраминер,Стальной чан,13.0,9.0,0,0,unknown,0
0.75,unknown,1085.0,1085.0,Тихое,Белое,Полусладкое,Германия,Райнхессен,Rheinhessen QbA,Schmitt Sohne,unknown,РислингМюллер-тургау,unknown,10.0,9.0,0,0,2022,0
0.75,Дом Захарьиных,1062.0,1328.0,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,КокурКефесия,Стальной чан,11.0,11.0,0,0,unknown,0
0.75,Chateau D’issan,19900.0,19900.0,Тихое,Красное,Сухое,Франция,Бордо,Margaux AOC,Chateau D’issan,AOC/AOP,Каберне совиньонМерло,unknown,13.0,17.0,0,0,2017,0
1.5,Allegrini,17158.0,17158.0,Тихое,Красное,Сухое,Италия,Венето,Veronese IGT,Allegrini,IGT/IGP,Корвина веронезеОзелета,Бочка,14.0,17.0,1,0,2020,1
0.75,Sportoletti,2094.0,2618.0,Тихое,Белое,Сухое,Италия,Умбрия,Umbria IGT,Sportoletti,IGT/IGP,ГрекеттоШардоне,Бочка,12.914653243847875,9.0,0,0,unknown,0
0.75,Olymp Winery,454.0,454.0,Тихое,Красное,Сухое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,Красные сорта винограда,unknown,11.0,17.0,0,0,unknown,0
0.75,Castel Sallegg,2525.0,3156.0,Тихое,Белое,Сухое,Италия,Трентино-Альто-Адидже,Alto-Adige DOC,Castel Sallegg,DOC/DOP,Москато джалло,Стальной чан,12.914653243847875,9.0,0,0,unknown,0
0.75,Golan Heights,3142.0,3142.0,Тихое,Красное,Сухое,Израиль,unknown,unknown,Golan Heights,unknown,Пино нуар,Бочка,12.5,15.0,0,0,unknown,0
0.75,Citra,972.0,972.0,Тихое,Белое,Сухое,Италия,Абруццо,Terre di Chieti IGT,Citra,IGT/IGP,Пино гриджо,unknown,12.5,11.0,1,0,2021,0
0.75,J. P. Chenet,1261.0,1576.0,Тихое,Розовое,Полусухое,Франция,Лангедок-Руссийон,Pays d'Oc IGP,J. P. Chenet,IGT/IGP,ГренашСенсо,Стальной чан,12.25,11.0,0,0,unknown,0
0.75,Tinazzi,695.0,869.0,Тихое,Белое,Сухое,Италия,unknown,unknown,Tinazzi,unknown,Белые сорта винограда,Стальной чан,10.5,11.0,0,0,unknown,0
0.75,unknown,4666.0,4666.0,Тихое,Красное,Полусухое,Италия,Венето,Valpolicella Ripasso DOC,Cesari,DOC/DOP,Корвина веронезеРондинеллаНеграра,Бочка,13.5,17.0,0,0,2020,0
0.75,Tolaini,6430.0,6430.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Tolaini,IGT/IGP,СанджовезеМерлоКаберне совиньон,Бочка,14.0,17.0,0,1,2018,0
0.75,Domaines Ott*,5990.0,5990.0,Тихое,Розовое,Сухое,Франция,Прованс,Cotes de Provence AOС,Domaines Ott*,AOC/AOP,ГренашСенсоСира,Стальной чан,12.914653243847875,9.0,0,0,unknown,0
0.75,Рем Акчурин,1760.0,2200.0,Тихое,Красное,Сухое,Россия,Крым,unknown,Рем Акчурин,unknown,Каберне совиньон,Бочка,13.5,17.0,0,0,unknown,0
0.75,Bellene,10472.0,10472.0,Тихое,Красное,Сухое,Франция,Бургундия,Saint Romain AOC,Bellene,AOC/AOP,Пино нуар,Бочка,13.5,15.0,1,1,2020,0
0.75,Дом Захарьиных,566.0,707.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,Совиньон блан,Стальной чан,12.0,11.0,0,0,unknown,0
0.75,Askaneli,3500.0,3500.0,Тихое,Красное,Полусладкое,Грузия,Рача,Хванчкара,Askaneli,unknown,АлександроулиМуджуретули,Стальной чан,12.5,17.0,0,0,2023,0
0.75,unknown,1710.0,1710.0,Тихое,Красное,Сухое,Армения,Вайоц Дзор,unknown,Getnatoun Winery,unknown,Арени,Бочка,12.0,13.0,0,0,unknown,0
0.75,Maison Riviere,5046.0,6307.0,Тихое,Красное,Сухое,Франция,Бордо,Margaux AOC,Maison Riviere,AOC/AOP,Каберне совиньонМерлоКаберне фран,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Olymp Winery,459.0,459.0,Тихое,Красное,Сухое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,Саперави,unknown,12.0,15.0,0,0,unknown,0
0.75,Secondo Marco,3427.0,4284.0,Тихое,Красное,Сухое,Италия,Венето,Valpolicella Ripasso DOC,Secondo Marco,DOC/DOP,КорвинаКорвинонеРондинеллаМолинара,Бочка,13.5,17.0,0,0,unknown,0
0.75,Heredad de Baroja,1114.0,1392.0,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOCa,Heredad de Baroja,DOCa,Темпранильо,Бочка,13.5,17.0,0,0,unknown,0
0.75,unknown,828.0,828.0,Тихое,Красное,Сухое,Чили,Центральная долина,Central Valley DO,Viña del Pedregal,DO,Каберне совиньонМерло,unknown,12.5,17.0,0,0,2022,0
0.75,Olymp Winery,434.0,434.0,Тихое,Красное,Полусладкое,Россия,Краснодарский край,unknown,Olymp Winery,unknown,МолдоваМерлоКаберне совиньон,unknown,11.0,17.0,0,0,unknown,0
0.75,Le Cret de Bine,5816.0,5816.0,Тихое,Красное,Сухое,Франция,Бургундия,Beaujolais АОС,Le Cret de Bine,AOC/AOP,Гаме,unknown,12.5,15.0,1,1,2021,0
0.75,Liakou Winery,1546.0,1933.0,Тихое,Красное,Сладкое,Греция,Фессалия,Meteora PGI,Liakou Winery,PGI,Каберне совиньонСира,Бочка,14.5,17.0,0,0,unknown,0
0.75,unknown,8691.0,8691.0,Тихое,Красное,Сухое,Германия,Рейнгау,Rheingau QbA,Kaufmann,unknown,Пино нуар,Бочка,13.0,15.0,0,1,2021,0
3.0,Olymp Winery,1277.0,1277.0,Тихое,Красное,Сухое,Россия,unknown,unknown,Olymp Winery,unknown,МерлоКаберне совиньон,unknown,11.0,15.0,0,0,unknown,0
0.75,unknown,2900.0,2900.0,Тихое,Белое,Сухое,Новая Зеландия,Мальборо,Marlborough,Spring Creek Vintners,unknown,Совиньон блан,Стальной чан,13.0,11.0,0,0,2022,0
0.75,Domaine Chatelain,4238.0,4238.0,Тихое,Белое,Сухое,Франция,Долина Луары,Pouilly-Fumé AOC,Domaine Chatelain,AOC/AOP,Совиньон блан,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,unknown,1217.0,1739.0,Тихое,Белое,Сухое,ЮАР,Брид Ривер,Robertson Valley WO,Goedverwacht Family Wines,WO,Коломбар,unknown,12.5,9.0,0,0,2023,0
0.75,Domaine Denis Carre,13990.0,13990.0,Тихое,Красное,Сухое,Франция,Бургундия,Pommard AOC,Domaine Denis Carre,AOC/AOP,Пино нуар,Бочка,13.5,17.0,0,1,2020,0
0.75,unknown,12900.0,12900.0,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Haut-Bages Liberal,AOC/AOP,Каберне совиньонМерло,Бочка,13.0,17.0,0,0,2018,0
0.5,Fanagoria,826.0,1502.0,Тихое,Белое,Сладкое,Россия,Краснодарский край,unknown,Fanagoria,unknown,Мускат оттонельМускат голодриги,unknown,12.0,7.0,0,0,2022,0
